resume_text,job_title,match_score
AI engineer 2 years artificial intelligence machine learning deep learning NLP computer vision TensorFlow PyTorch transformers BERT GPT LLM prompt engineering,AI Engineer,96.39
Data engineer 2 years Python Spark Hadoop Hive Kafka Airflow ETL data pipeline AWS Redshift data warehousing big data Snowflake dbt,Data Engineer,93.13
Full stack developer 7 years React Node.js JavaScript TypeScript HTML CSS MongoDB Express.js REST API Git responsive design webpack babel npm microservices Docker CI/CD,Full Stack Developer,87.09
Python Django tutorial,Senior Backend Engineer,39.26
Java programming student projects,Senior Java Architect,26.38
React tutorial projects,Senior React Developer,28.02
Entry level computer science graduate,Principal Software Engineer,24.59
Frontend developer 6 years React Redux JavaScript ES6 HTML5 CSS3 Sass webpack babel responsive design mobile-first UI/UX Figma Git TypeScript hooks performance optimization,Frontend Developer,94.67
Data engineer 3 years Python Spark Hadoop Hive Kafka Airflow ETL data pipeline AWS Redshift data warehousing big data Snowflake dbt,Data Engineer,87.75
React tutorial projects,Senior React Developer,26.51
Data analyst SQL Tableau,Data Scientist,53.1
Cloud architect 3 years AWS solutions architect EC2 VPC RDS S3 Lambda API Gateway IAM security cost optimization high availability disaster recovery multi-region CloudFront,Cloud Architect,98.0
Python beginner learning online courses,Senior Machine Learning Engineer,20.97
Machine learning engineer 3 years TensorFlow PyTorch Keras scikit-learn deep learning CNN RNN LSTM neural networks computer vision NLP model deployment MLOps Docker Kubernetes Python data preprocessing feature engineering,Machine Learning Engineer,95.16
Full stack developer 6 years React Node.js JavaScript TypeScript HTML CSS MongoDB Express.js REST API Git responsive design webpack babel npm microservices Docker CI/CD,Full Stack Developer,98.0
DevOps engineer 2 years AWS EC2 S3 Lambda CloudFormation Docker Kubernetes Jenkins CI/CD Terraform Ansible Linux bash scripting monitoring CloudWatch ECS EKS,DevOps Engineer,86.11
Android development basics,Senior Android Developer,68.43
Full stack developer 5 years React Node.js JavaScript TypeScript HTML CSS MongoDB Express.js REST API Git responsive design webpack babel npm microservices Docker CI/CD,Full Stack Developer,94.57
WordPress basic website,Full Stack Developer,20.35
AI engineer 5 years artificial intelligence machine learning deep learning NLP computer vision TensorFlow PyTorch transformers BERT GPT LLM prompt engineering,AI Engineer,94.77
Machine learning engineer 3 years TensorFlow PyTorch Keras scikit-learn deep learning CNN RNN LSTM neural networks computer vision NLP model deployment MLOps Docker Kubernetes Python data preprocessing feature engineering,Machine Learning Engineer,89.71
SQL basic queries,Database Administrator,39.03
Product manager 2 years product roadmap agile scrum user stories market research competitive analysis stakeholder management data-driven decision making SQL A/B testing,Product Manager,84.26
Data engineer 4 years Python Spark Hadoop Hive Kafka Airflow ETL data pipeline AWS Redshift data warehousing big data Snowflake dbt,Data Engineer,80.88
Python developer with 5 years experience in machine learning deep learning data science pandas numpy scikit-learn tensorflow pytorch keras neural networks data analysis statistics SQL data visualization matplotlib seaborn,Data Scientist,83.07
DevOps engineer 5 years AWS EC2 S3 Lambda CloudFormation Docker Kubernetes Jenkins CI/CD Terraform Ansible Linux bash scripting monitoring CloudWatch ECS EKS,DevOps Engineer,94.3
Python Django tutorial,Senior Backend Engineer,36.26
Docker Kubernetes basics,DevOps Engineer,51.77
Full stack developer 2 years React Node.js JavaScript TypeScript HTML CSS MongoDB Express.js REST API Git responsive design webpack babel npm microservices Docker CI/CD,Full Stack Developer,92.28
HTML CSS basic JavaScript,Lead Backend Developer,38.91
Data engineer 7 years Python Spark Hadoop Hive Kafka Airflow ETL data pipeline AWS Redshift data warehousing big data Snowflake dbt,Data Engineer,93.76
Excel Word PowerPoint,Data Engineer,15.0
Frontend developer 7 years React Redux JavaScript ES6 HTML5 CSS3 Sass webpack babel responsive design mobile-first UI/UX Figma Git TypeScript hooks performance optimization,Frontend Developer,94.71
Python developer 2 years Django Flask,Machine Learning Engineer,45.85
DevOps engineer 7 years AWS EC2 S3 Lambda CloudFormation Docker Kubernetes Jenkins CI/CD Terraform Ansible Linux bash scripting monitoring CloudWatch ECS EKS,DevOps Engineer,98.0
Android development basics,Senior Android Developer,50.41
Android developer 5 years Kotlin Java Android Studio MVVM Retrofit Room SQLite Firebase Google Play material design REST API Git Jetpack Compose coroutines,Android Developer,87.83
Data engineer 6 years Python Spark Hadoop Hive Kafka Airflow ETL data pipeline AWS Redshift data warehousing big data Snowflake dbt,Data Engineer,95.25
Java Spring Boot basics,Senior Java Developer,53.97
Python developer 2 years Django Flask,Machine Learning Engineer,45.0
Docker Kubernetes basics,DevOps Engineer,53.88
Java developer 3 years Spring Boot microservices REST API MySQL PostgreSQL Hibernate JPA Maven Gradle unit testing JUnit Mockito agile scrum Docker Kubernetes,Java Developer,90.83
DevOps engineer 7 years AWS EC2 S3 Lambda CloudFormation Docker Kubernetes Jenkins CI/CD Terraform Ansible Linux bash scripting monitoring CloudWatch ECS EKS,DevOps Engineer,87.39
Python Django tutorial,Senior Backend Engineer,28.33
Frontend HTML CSS JavaScript,Full Stack Developer,63.13
Python data analysis pandas,Data Engineer,55.2
SQL basic queries,Database Administrator,22.2
Cybersecurity analyst 7 years network security penetration testing ethical hacking vulnerability assessment firewall IDS IPS SIEM incident response security audit CISSP CEH,Security Analyst,88.13
Intern 6 months testing,QA Lead,35.03
Docker Kubernetes basics,DevOps Engineer,56.08
Product manager 4 years product roadmap agile scrum user stories market research competitive analysis stakeholder management data-driven decision making SQL A/B testing,Product Manager,85.63
Docker Kubernetes basics,DevOps Engineer,56.85
Full stack developer 6 years React Node.js JavaScript TypeScript HTML CSS MongoDB Express.js REST API Git responsive design webpack babel npm microservices Docker CI/CD,Full Stack Developer,88.6
Python developer 2 years Django Flask,Machine Learning Engineer,50.99
Java developer 2 years Spring Boot microservices REST API MySQL PostgreSQL Hibernate JPA Maven Gradle unit testing JUnit Mockito agile scrum Docker Kubernetes,Java Developer,88.13
HTML CSS basic JavaScript,Lead Backend Developer,30.49
Database administrator 2 years MySQL PostgreSQL Oracle SQL Server performance tuning backup recovery replication clustering indexing query optimization database security,Database Administrator,77.86
SQL database basics,Database Administrator,59.73
Docker Kubernetes basics,DevOps Engineer,56.52
Frontend HTML CSS JavaScript,Full Stack Developer,59.77
Python Django tutorial,Senior Backend Engineer,37.61
Data engineer 2 years Python Spark Hadoop Hive Kafka Airflow ETL data pipeline AWS Redshift data warehousing big data Snowflake dbt,Data Engineer,92.25
QA engineer 4 years automation testing Selenium WebDriver Java TestNG Maven Cucumber BDD API testing Postman JIRA agile regression testing test planning,QA Engineer,87.67
SQL database basics,Database Administrator,56.86
Data analyst SQL Tableau,Data Scientist,59.44
Docker Kubernetes basics,DevOps Engineer,52.89
React developer JavaScript,Full Stack Developer,70.0
Python Django tutorial,Senior Backend Engineer,32.74
SQL database basics,Database Administrator,64.29
Python data analysis pandas,Data Engineer,59.32
DevOps engineer 3 years AWS EC2 S3 Lambda CloudFormation Docker Kubernetes Jenkins CI/CD Terraform Ansible Linux bash scripting monitoring CloudWatch ECS EKS,DevOps Engineer,96.29
Testing manual automation,Senior QA Engineer,60.66
Intern 6 months testing,QA Lead,36.86
Android developer 3 years Kotlin Java Android Studio MVVM Retrofit Room SQLite Firebase Google Play material design REST API Git Jetpack Compose coroutines,Android Developer,95.22
HTML CSS basic JavaScript,Lead Backend Developer,26.58
React tutorial projects,Senior React Developer,30.04
Entry level computer science graduate,Principal Software Engineer,28.91
Python data analysis pandas,Data Engineer,57.4
Cybersecurity analyst 4 years network security penetration testing ethical hacking vulnerability assessment firewall IDS IPS SIEM incident response security audit CISSP CEH,Security Analyst,90.31
Frontend HTML CSS JavaScript,Full Stack Developer,58.49
Python beginner learning online courses,Senior Machine Learning Engineer,29.36
Machine learning engineer 3 years TensorFlow PyTorch Keras scikit-learn deep learning CNN RNN LSTM neural networks computer vision NLP model deployment MLOps Docker Kubernetes Python data preprocessing feature engineering,Machine Learning Engineer,88.26
Flutter developer 6 years Dart cross-platform mobile development iOS Android Material Design state management Provider Riverpod Firebase REST API Git CI/CD,Flutter Developer,95.04
HTML CSS basic JavaScript,Lead Backend Developer,27.62
Frontend HTML CSS JavaScript,Full Stack Developer,64.54
Python beginner learning online courses,Senior Machine Learning Engineer,19.84
Python Django tutorial,Senior Backend Engineer,32.54
Backend developer 4 years Python Django Flask FastAPI PostgreSQL Redis Celery Docker REST API microservices async programming unit testing pytest data structures algorithms,Backend Developer,79.54
Java Spring Boot basics,Senior Java Developer,54.06
Android development basics,Senior Android Developer,62.68
Python developer with 2 years experience in machine learning deep learning data science pandas numpy scikit-learn tensorflow pytorch keras neural networks data analysis statistics SQL data visualization matplotlib seaborn,Data Scientist,84.73
Java developer 4 years Spring Boot microservices REST API MySQL PostgreSQL Hibernate JPA Maven Gradle unit testing JUnit Mockito agile scrum Docker Kubernetes,Java Developer,90.71
Frontend developer 6 years React Redux JavaScript ES6 HTML5 CSS3 Sass webpack babel responsive design mobile-first UI/UX Figma Git TypeScript hooks performance optimization,Frontend Developer,84.92
Python data analysis pandas,Data Engineer,61.73
Machine learning engineer 6 years TensorFlow PyTorch Keras scikit-learn deep learning CNN RNN LSTM neural networks computer vision NLP model deployment MLOps Docker Kubernetes Python data preprocessing feature engineering,Machine Learning Engineer,98.0
Android development basics,Senior Android Developer,49.74
Blockchain developer 6 years Solidity Ethereum smart contracts Web3.js DApp development cryptocurrency Bitcoin consensus algorithms distributed systems cryptography,Blockchain Developer,82.64
iOS developer 3 years Swift Objective-C Xcode UIKit SwiftUI Core Data Alamofire REST API App Store TestFlight Git CocoaPods SPM MVVM design patterns,iOS Developer,88.53
Python Django tutorial,Senior Backend Engineer,40.13
Database administrator 3 years MySQL PostgreSQL Oracle SQL Server performance tuning backup recovery replication clustering indexing query optimization database security,Database Administrator,92.2
Data analyst with 3 years SQL Excel Tableau Power BI Python pandas matplotlib data visualization statistics business intelligence reporting dashboards KPI metrics data storytelling stakeholder management,Data Analyst,89.66
React tutorial projects,Senior React Developer,21.77
Frontend developer 5 years React Redux JavaScript ES6 HTML5 CSS3 Sass webpack babel responsive design mobile-first UI/UX Figma Git TypeScript hooks performance optimization,Frontend Developer,88.06
Product manager 4 years product roadmap agile scrum user stories market research competitive analysis stakeholder management data-driven decision making SQL A/B testing,Product Manager,83.81
React tutorial projects,Senior React Developer,38.4
Data engineer 4 years Python Spark Hadoop Hive Kafka Airflow ETL data pipeline AWS Redshift data warehousing big data Snowflake dbt,Data Engineer,86.73
Data analyst with 6 years SQL Excel Tableau Power BI Python pandas matplotlib data visualization statistics business intelligence reporting dashboards KPI metrics data storytelling stakeholder management,Data Analyst,91.28
React developer JavaScript,Full Stack Developer,58.47
QA engineer 2 years automation testing Selenium WebDriver Java TestNG Maven Cucumber BDD API testing Postman JIRA agile regression testing test planning,QA Engineer,80.66
QA engineer 7 years automation testing Selenium WebDriver Java TestNG Maven Cucumber BDD API testing Postman JIRA agile regression testing test planning,QA Engineer,81.32
Backend developer 6 years Python Django Flask FastAPI PostgreSQL Redis Celery Docker REST API microservices async programming unit testing pytest data structures algorithms,Backend Developer,88.92
SQL basic queries,Database Administrator,32.96
Cloud architect 4 years AWS solutions architect EC2 VPC RDS S3 Lambda API Gateway IAM security cost optimization high availability disaster recovery multi-region CloudFront,Cloud Architect,92.11
Docker Kubernetes basics,DevOps Engineer,56.68
Java developer 2 years Spring Boot microservices REST API MySQL PostgreSQL Hibernate JPA Maven Gradle unit testing JUnit Mockito agile scrum Docker Kubernetes,Java Developer,86.28
Backend developer 4 years Python Django Flask FastAPI PostgreSQL Redis Celery Docker REST API microservices async programming unit testing pytest data structures algorithms,Backend Developer,93.02
Java Spring Boot basics,Senior Java Developer,57.07
Blockchain developer 5 years Solidity Ethereum smart contracts Web3.js DApp development cryptocurrency Bitcoin consensus algorithms distributed systems cryptography,Blockchain Developer,77.12
Product manager 4 years product roadmap agile scrum user stories market research competitive analysis stakeholder management data-driven decision making SQL A/B testing,Product Manager,86.17
Python data analysis pandas,Data Engineer,66.55
Blockchain developer 7 years Solidity Ethereum smart contracts Web3.js DApp development cryptocurrency Bitcoin consensus algorithms distributed systems cryptography,Blockchain Developer,94.48
Java developer 4 years Spring Boot microservices REST API MySQL PostgreSQL Hibernate JPA Maven Gradle unit testing JUnit Mockito agile scrum Docker Kubernetes,Java Developer,87.13
React tutorial projects,Senior React Developer,36.47
SQL database basics,Database Administrator,63.75
React developer JavaScript,Full Stack Developer,61.18
Cybersecurity analyst 3 years network security penetration testing ethical hacking vulnerability assessment firewall IDS IPS SIEM incident response security audit CISSP CEH,Security Analyst,89.28
Entry level computer science graduate,Principal Software Engineer,37.84
Full stack developer 5 years React Node.js JavaScript TypeScript HTML CSS MongoDB Express.js REST API Git responsive design webpack babel npm microservices Docker CI/CD,Full Stack Developer,98.0
Frontend HTML CSS JavaScript,Full Stack Developer,61.53
Java Spring Boot basics,Senior Java Developer,48.19
Machine learning engineer 7 years TensorFlow PyTorch Keras scikit-learn deep learning CNN RNN LSTM neural networks computer vision NLP model deployment MLOps Docker Kubernetes Python data preprocessing feature engineering,Machine Learning Engineer,85.45
Android developer 5 years Kotlin Java Android Studio MVVM Retrofit Room SQLite Firebase Google Play material design REST API Git Jetpack Compose coroutines,Android Developer,86.15
React tutorial projects,Senior React Developer,23.95
Docker Kubernetes basics,DevOps Engineer,60.54
WordPress basic website,Full Stack Developer,27.87
React developer JavaScript,Full Stack Developer,67.89
DevOps engineer 6 years AWS EC2 S3 Lambda CloudFormation Docker Kubernetes Jenkins CI/CD Terraform Ansible Linux bash scripting monitoring CloudWatch ECS EKS,DevOps Engineer,98.0
Python Django tutorial,Senior Backend Engineer,37.5
Python developer 2 years Django Flask,Machine Learning Engineer,47.79
Android development basics,Senior Android Developer,56.76
Data analyst with 2 years SQL Excel Tableau Power BI Python pandas matplotlib data visualization statistics business intelligence reporting dashboards KPI metrics data storytelling stakeholder management,Data Analyst,87.31
Java programming student projects,Senior Java Architect,39.35
Flutter developer 5 years Dart cross-platform mobile development iOS Android Material Design state management Provider Riverpod Firebase REST API Git CI/CD,Flutter Developer,90.17
Android developer 6 years Kotlin Java Android Studio MVVM Retrofit Room SQLite Firebase Google Play material design REST API Git Jetpack Compose coroutines,Android Developer,81.42
Cloud architect 3 years AWS solutions architect EC2 VPC RDS S3 Lambda API Gateway IAM security cost optimization high availability disaster recovery multi-region CloudFront,Cloud Architect,94.78
QA engineer 2 years automation testing Selenium WebDriver Java TestNG Maven Cucumber BDD API testing Postman JIRA agile regression testing test planning,QA Engineer,83.72
Database administrator 3 years MySQL PostgreSQL Oracle SQL Server performance tuning backup recovery replication clustering indexing query optimization database security,Database Administrator,76.64
Testing manual automation,Senior QA Engineer,56.33
Excel Word PowerPoint,Data Engineer,15.0
WordPress basic website,Full Stack Developer,30.45
Docker Kubernetes basics,DevOps Engineer,59.75
SQL database basics,Database Administrator,61.12
WordPress basic website,Full Stack Developer,26.23
Frontend HTML CSS JavaScript,Full Stack Developer,70.0
SQL basic queries,Database Administrator,24.64
AI engineer 2 years artificial intelligence machine learning deep learning NLP computer vision TensorFlow PyTorch transformers BERT GPT LLM prompt engineering,AI Engineer,86.4
React developer JavaScript,Full Stack Developer,62.97
Product manager 6 years product roadmap agile scrum user stories market research competitive analysis stakeholder management data-driven decision making SQL A/B testing,Product Manager,79.28
React tutorial projects,Senior React Developer,25.24
Excel Word PowerPoint,Data Engineer,20.72
Data analyst with 7 years SQL Excel Tableau Power BI Python pandas matplotlib data visualization statistics business intelligence reporting dashboards KPI metrics data storytelling stakeholder management,Data Analyst,85.39
Data engineer 6 years Python Spark Hadoop Hive Kafka Airflow ETL data pipeline AWS Redshift data warehousing big data Snowflake dbt,Data Engineer,98.0
Frontend developer 6 years React Redux JavaScript ES6 HTML5 CSS3 Sass webpack babel responsive design mobile-first UI/UX Figma Git TypeScript hooks performance optimization,Frontend Developer,85.29
Frontend developer 2 years React Redux JavaScript ES6 HTML5 CSS3 Sass webpack babel responsive design mobile-first UI/UX Figma Git TypeScript hooks performance optimization,Frontend Developer,80.52
QA engineer 4 years automation testing Selenium WebDriver Java TestNG Maven Cucumber BDD API testing Postman JIRA agile regression testing test planning,QA Engineer,81.48
QA engineer 2 years automation testing Selenium WebDriver Java TestNG Maven Cucumber BDD API testing Postman JIRA agile regression testing test planning,QA Engineer,87.15
Flutter developer 6 years Dart cross-platform mobile development iOS Android Material Design state management Provider Riverpod Firebase REST API Git CI/CD,Flutter Developer,88.9
Data engineer 7 years Python Spark Hadoop Hive Kafka Airflow ETL data pipeline AWS Redshift data warehousing big data Snowflake dbt,Data Engineer,85.56
Backend developer 2 years Python Django Flask FastAPI PostgreSQL Redis Celery Docker REST API microservices async programming unit testing pytest data structures algorithms,Backend Developer,86.13
React developer JavaScript,Full Stack Developer,70.0
Python developer with 2 years experience in machine learning deep learning data science pandas numpy scikit-learn tensorflow pytorch keras neural networks data analysis statistics SQL data visualization matplotlib seaborn,Data Scientist,87.54
SQL basic queries,Database Administrator,36.65
Cybersecurity analyst 4 years network security penetration testing ethical hacking vulnerability assessment firewall IDS IPS SIEM incident response security audit CISSP CEH,Security Analyst,82.56
WordPress basic website,Full Stack Developer,21.61
Android development basics,Senior Android Developer,48.72
Backend developer 4 years Python Django Flask FastAPI PostgreSQL Redis Celery Docker REST API microservices async programming unit testing pytest data structures algorithms,Backend Developer,84.92
Python beginner learning online courses,Senior Machine Learning Engineer,18.37
HTML CSS basic JavaScript,Lead Backend Developer,32.84
Python beginner learning online courses,Senior Machine Learning Engineer,18.12
Frontend developer 5 years React Redux JavaScript ES6 HTML5 CSS3 Sass webpack babel responsive design mobile-first UI/UX Figma Git TypeScript hooks performance optimization,Frontend Developer,91.99
Frontend HTML CSS JavaScript,Full Stack Developer,66.04
Python data analysis pandas,Data Engineer,65.98
Python beginner learning online courses,Senior Machine Learning Engineer,24.02
Java Spring Boot basics,Senior Java Developer,45.51
QA engineer 3 years automation testing Selenium WebDriver Java TestNG Maven Cucumber BDD API testing Postman JIRA agile regression testing test planning,QA Engineer,94.95
React tutorial projects,Senior React Developer,32.85
React tutorial projects,Senior React Developer,31.94
Product manager 2 years product roadmap agile scrum user stories market research competitive analysis stakeholder management data-driven decision making SQL A/B testing,Product Manager,83.43
Full stack developer 3 years React Node.js JavaScript TypeScript HTML CSS MongoDB Express.js REST API Git responsive design webpack babel npm microservices Docker CI/CD,Full Stack Developer,87.58
Frontend HTML CSS JavaScript,Full Stack Developer,54.77
WordPress basic website,Full Stack Developer,42.96
Full stack developer 7 years React Node.js JavaScript TypeScript HTML CSS MongoDB Express.js REST API Git responsive design webpack babel npm microservices Docker CI/CD,Full Stack Developer,93.26
HTML CSS basic JavaScript,Lead Backend Developer,30.51
Java developer 5 years Spring Boot microservices REST API MySQL PostgreSQL Hibernate JPA Maven Gradle unit testing JUnit Mockito agile scrum Docker Kubernetes,Java Developer,97.57
AI engineer 6 years artificial intelligence machine learning deep learning NLP computer vision TensorFlow PyTorch transformers BERT GPT LLM prompt engineering,AI Engineer,97.74
Excel Word PowerPoint,Data Engineer,19.27
Cloud architect 2 years AWS solutions architect EC2 VPC RDS S3 Lambda API Gateway IAM security cost optimization high availability disaster recovery multi-region CloudFront,Cloud Architect,98.0
React developer JavaScript,Full Stack Developer,69.11
Product manager 5 years product roadmap agile scrum user stories market research competitive analysis stakeholder management data-driven decision making SQL A/B testing,Product Manager,86.99
AI engineer 2 years artificial intelligence machine learning deep learning NLP computer vision TensorFlow PyTorch transformers BERT GPT LLM prompt engineering,AI Engineer,90.44
WordPress basic website,Full Stack Developer,26.92
Python data analysis pandas,Data Engineer,52.79
Full stack developer 4 years React Node.js JavaScript TypeScript HTML CSS MongoDB Express.js REST API Git responsive design webpack babel npm microservices Docker CI/CD,Full Stack Developer,83.49
Android development basics,Senior Android Developer,59.35
Machine learning engineer 3 years TensorFlow PyTorch Keras scikit-learn deep learning CNN RNN LSTM neural networks computer vision NLP model deployment MLOps Docker Kubernetes Python data preprocessing feature engineering,Machine Learning Engineer,89.9
Python developer with 3 years experience in machine learning deep learning data science pandas numpy scikit-learn tensorflow pytorch keras neural networks data analysis statistics SQL data visualization matplotlib seaborn,Data Scientist,93.03
Python developer with 3 years experience in machine learning deep learning data science pandas numpy scikit-learn tensorflow pytorch keras neural networks data analysis statistics SQL data visualization matplotlib seaborn,Data Scientist,80.46
DevOps engineer 2 years AWS EC2 S3 Lambda CloudFormation Docker Kubernetes Jenkins CI/CD Terraform Ansible Linux bash scripting monitoring CloudWatch ECS EKS,DevOps Engineer,88.57
Blockchain developer 4 years Solidity Ethereum smart contracts Web3.js DApp development cryptocurrency Bitcoin consensus algorithms distributed systems cryptography,Blockchain Developer,80.44
Java Spring Boot basics,Senior Java Developer,51.47
HTML CSS basic JavaScript,Lead Backend Developer,29.75
Frontend HTML CSS JavaScript,Full Stack Developer,57.44
Android development basics,Senior Android Developer,61.92
Python beginner learning online courses,Senior Machine Learning Engineer,22.31
Entry level computer science graduate,Principal Software Engineer,35.21
Backend developer 6 years Python Django Flask FastAPI PostgreSQL Redis Celery Docker REST API microservices async programming unit testing pytest data structures algorithms,Backend Developer,81.59
Python data analysis pandas,Data Engineer,59.16
Cybersecurity analyst 4 years network security penetration testing ethical hacking vulnerability assessment firewall IDS IPS SIEM incident response security audit CISSP CEH,Security Analyst,87.95
Intern 6 months testing,QA Lead,44.86
Flutter developer 3 years Dart cross-platform mobile development iOS Android Material Design state management Provider Riverpod Firebase REST API Git CI/CD,Flutter Developer,88.09
Backend developer 6 years Python Django Flask FastAPI PostgreSQL Redis Celery Docker REST API microservices async programming unit testing pytest data structures algorithms,Backend Developer,87.19
Java developer 5 years Spring Boot microservices REST API MySQL PostgreSQL Hibernate JPA Maven Gradle unit testing JUnit Mockito agile scrum Docker Kubernetes,Java Developer,97.19
Android development basics,Senior Android Developer,46.6
Flutter developer 2 years Dart cross-platform mobile development iOS Android Material Design state management Provider Riverpod Firebase REST API Git CI/CD,Flutter Developer,88.45
AI engineer 6 years artificial intelligence machine learning deep learning NLP computer vision TensorFlow PyTorch transformers BERT GPT LLM prompt engineering,AI Engineer,89.55
React developer JavaScript,Full Stack Developer,60.2
Backend developer 5 years Python Django Flask FastAPI PostgreSQL Redis Celery Docker REST API microservices async programming unit testing pytest data structures algorithms,Backend Developer,82.28
Cloud architect 3 years AWS solutions architect EC2 VPC RDS S3 Lambda API Gateway IAM security cost optimization high availability disaster recovery multi-region CloudFront,Cloud Architect,98.0
Database administrator 7 years MySQL PostgreSQL Oracle SQL Server performance tuning backup recovery replication clustering indexing query optimization database security,Database Administrator,78.35
Data engineer 3 years Python Spark Hadoop Hive Kafka Airflow ETL data pipeline AWS Redshift data warehousing big data Snowflake dbt,Data Engineer,94.56
Cloud architect 6 years AWS solutions architect EC2 VPC RDS S3 Lambda API Gateway IAM security cost optimization high availability disaster recovery multi-region CloudFront,Cloud Architect,93.12
React developer JavaScript,Full Stack Developer,67.18
Full stack developer 6 years React Node.js JavaScript TypeScript HTML CSS MongoDB Express.js REST API Git responsive design webpack babel npm microservices Docker CI/CD,Full Stack Developer,95.11
Excel Word PowerPoint,Data Engineer,22.24
iOS developer 6 years Swift Objective-C Xcode UIKit SwiftUI Core Data Alamofire REST API App Store TestFlight Git CocoaPods SPM MVVM design patterns,iOS Developer,94.05
AI engineer 6 years artificial intelligence machine learning deep learning NLP computer vision TensorFlow PyTorch transformers BERT GPT LLM prompt engineering,AI Engineer,87.34
React tutorial projects,Senior React Developer,25.03
Backend developer 2 years Python Django Flask FastAPI PostgreSQL Redis Celery Docker REST API microservices async programming unit testing pytest data structures algorithms,Backend Developer,93.15
Data analyst with 6 years SQL Excel Tableau Power BI Python pandas matplotlib data visualization statistics business intelligence reporting dashboards KPI metrics data storytelling stakeholder management,Data Analyst,79.75
SQL basic queries,Database Administrator,26.79
Java Spring Boot basics,Senior Java Developer,63.17
QA engineer 2 years automation testing Selenium WebDriver Java TestNG Maven Cucumber BDD API testing Postman JIRA agile regression testing test planning,QA Engineer,93.37
AI engineer 2 years artificial intelligence machine learning deep learning NLP computer vision TensorFlow PyTorch transformers BERT GPT LLM prompt engineering,AI Engineer,91.12
SQL database basics,Database Administrator,58.15
Cloud architect 4 years AWS solutions architect EC2 VPC RDS S3 Lambda API Gateway IAM security cost optimization high availability disaster recovery multi-region CloudFront,Cloud Architect,97.87
WordPress basic website,Full Stack Developer,21.22
Data analyst with 2 years SQL Excel Tableau Power BI Python pandas matplotlib data visualization statistics business intelligence reporting dashboards KPI metrics data storytelling stakeholder management,Data Analyst,88.78
Blockchain developer 7 years Solidity Ethereum smart contracts Web3.js DApp development cryptocurrency Bitcoin consensus algorithms distributed systems cryptography,Blockchain Developer,83.18
Blockchain developer 5 years Solidity Ethereum smart contracts Web3.js DApp development cryptocurrency Bitcoin consensus algorithms distributed systems cryptography,Blockchain Developer,87.84
DevOps engineer 7 years AWS EC2 S3 Lambda CloudFormation Docker Kubernetes Jenkins CI/CD Terraform Ansible Linux bash scripting monitoring CloudWatch ECS EKS,DevOps Engineer,82.6
React tutorial projects,Senior React Developer,29.92
iOS developer 3 years Swift Objective-C Xcode UIKit SwiftUI Core Data Alamofire REST API App Store TestFlight Git CocoaPods SPM MVVM design patterns,iOS Developer,95.95
DevOps engineer 7 years AWS EC2 S3 Lambda CloudFormation Docker Kubernetes Jenkins CI/CD Terraform Ansible Linux bash scripting monitoring CloudWatch ECS EKS,DevOps Engineer,93.7
Backend developer 2 years Python Django Flask FastAPI PostgreSQL Redis Celery Docker REST API microservices async programming unit testing pytest data structures algorithms,Backend Developer,92.62
AI engineer 2 years artificial intelligence machine learning deep learning NLP computer vision TensorFlow PyTorch transformers BERT GPT LLM prompt engineering,AI Engineer,89.22
Docker Kubernetes basics,DevOps Engineer,59.85
Android development basics,Senior Android Developer,50.98
Backend developer 7 years Python Django Flask FastAPI PostgreSQL Redis Celery Docker REST API microservices async programming unit testing pytest data structures algorithms,Backend Developer,87.29
Flutter developer 5 years Dart cross-platform mobile development iOS Android Material Design state management Provider Riverpod Firebase REST API Git CI/CD,Flutter Developer,81.88
Entry level computer science graduate,Principal Software Engineer,35.33
Entry level computer science graduate,Principal Software Engineer,39.58
Cybersecurity analyst 3 years network security penetration testing ethical hacking vulnerability assessment firewall IDS IPS SIEM incident response security audit CISSP CEH,Security Analyst,85.52
Frontend developer 3 years React Redux JavaScript ES6 HTML5 CSS3 Sass webpack babel responsive design mobile-first UI/UX Figma Git TypeScript hooks performance optimization,Frontend Developer,88.05
Java programming student projects,Senior Java Architect,36.44
WordPress basic website,Full Stack Developer,30.18
Cloud architect 3 years AWS solutions architect EC2 VPC RDS S3 Lambda API Gateway IAM security cost optimization high availability disaster recovery multi-region CloudFront,Cloud Architect,96.23
DevOps engineer 7 years AWS EC2 S3 Lambda CloudFormation Docker Kubernetes Jenkins CI/CD Terraform Ansible Linux bash scripting monitoring CloudWatch ECS EKS,DevOps Engineer,96.18
Data analyst with 2 years SQL Excel Tableau Power BI Python pandas matplotlib data visualization statistics business intelligence reporting dashboards KPI metrics data storytelling stakeholder management,Data Analyst,85.71
Python beginner learning online courses,Senior Machine Learning Engineer,25.33
Java developer 2 years Spring Boot microservices REST API MySQL PostgreSQL Hibernate JPA Maven Gradle unit testing JUnit Mockito agile scrum Docker Kubernetes,Java Developer,94.57
Docker Kubernetes basics,DevOps Engineer,45.3
Data engineer 7 years Python Spark Hadoop Hive Kafka Airflow ETL data pipeline AWS Redshift data warehousing big data Snowflake dbt,Data Engineer,92.56
DevOps engineer 2 years AWS EC2 S3 Lambda CloudFormation Docker Kubernetes Jenkins CI/CD Terraform Ansible Linux bash scripting monitoring CloudWatch ECS EKS,DevOps Engineer,86.88
